title,Congress,House,Sponsor,Sponsor.Party,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL,term
"Expressing the sense of Congress concerning the worldwide trafficking of persons, that has a disproportionate impact on women and girls, and is condemned by the international community as a violation of fundamental human rights.",105,House,LOUISE SLAUGHTER,D,Referred to the Subcommittee on International Operations and Human Rights.,4,22,1998,https://www.congress.gov/105/bills/hconres239/BILLS-105hconres239ih.pdf,girl
"Expressing the sense of the Congress that a commemorative postage stamp should be issued honoring Paul Leroy Robeson, and that the Citizens' Stamp Advisory Committee should recommend to the Postmaster General in 1998, during which occurs the 100th anniversary of Paul Robeson's birth, that such a stamp be issued.",105,House,BOBBY RUSH,D,Referred to the Subcommittee on Postal Service.,4,3,1998,https://www.congress.gov/105/bills/hconres260/BILLS-105hconres260ih.pdf,birth
A resolution expressing the sense of the Senate that the University of Tennessee Lady Volunteers basketball team is the new dynasty in collegiate women's basketball.,105,Senate,WILLIAM FRIST,R,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2826-2827)",3,31,1998,https://www.congress.gov/105/bills/sres203/BILLS-105sres203ats.pdf,women
Expressing the sense of the House of Representatives that the Secretary of Health and Human Services should carry out a national public awareness campaign to educate American men and women with respect to colorectal cancer.,105,House,LOUISE SLAUGHTER,D,Referred to the Subcommittee on Health and Environment.,3,31,1998,https://www.congress.gov/105/bills/hres359/BILLS-105hres359ih.pdf,women
Expressing the sense of the House of Representatives with respect to the protection of reproductive health services clinics.,105,House,NITA LOWEY,D,Referred to the Subcommittee on Crime.,3,17,1998,https://www.congress.gov/105/bills/hres358/BILLS-105hres358ih.pdf,reproductive
"To prohibit discrimination and preferential treatment on the basis of race, sex, color, national origin, or ethnicity in connection with admission to an institution of higher education participating in any program authorized under the Higher Education Act of 1965.",105,House,FRANK RIGGS,R,"Referred to the Subcommittee on Postsecondary Education, Training and Life-Long Learning.",3,16,1998,https://www.congress.gov/105/bills/hr3330/BILLS-105hr3330ih.pdf,sex
Expressing the sense of the House of Representatives regarding Government procurement access for women-owned businesses.,105,House,SUE KELLY,R,Sponsor introductory remarks on measure. (CR H929),3,10,1998,https://www.congress.gov/105/bills/hres313/BILLS-105hres313ih.pdf,women
"A concurrent resolution urging that the railroad industry, including rail labor, management and retiree organization, open discussions for adequately funding an amendment to the Railroad Retirement Act of 1974 to modify the guaranteed minimum benefit for widows and widowers whose annuities are converted from a spouse to a widow or widower annuity.",105,Senate,CAROL MOSELEY-BRAUN,D,Referred to the Committee on Labor and Human Resources.,3,5,1998,https://www.congress.gov/105/bills/sconres80/BILLS-105sconres80is.pdf,widows
A concurrent resolution expressing the sense of the Congress that the Federal government should acknowledge the importance of at-home parents and should not discriminate against families who forego a second income in order for a mother or father to be at home with their children.,105,Senate,Jeff Sessions,R,Star Print ordered on the Concurrent Resolution.,3,4,1998,https://www.congress.gov/105/bills/sconres77/BILLS-105sconres77is.pdf,mother
"A resolution honoring the 150th anniversary of the United States Women's Rights Movement that was initiated by the 1848 Women's Rights Convention held in Seneca Falls, New York, and calling for a national celebration of women's rights in 1998.",105,Senate,ROBERT TORRICELLI,D,Referred to the Committee on Judiciary.,3,3,1998,https://www.congress.gov/105/bills/sres189/BILLS-105sres189is.pdf,women
To establish a national registry from which adopted children may obtain medical information voluntarily provided by their birth parents.,105,House,Charles Schumer,D,Referred to the Subcommittee on Human Resources.,2,20,1998,https://www.congress.gov/105/bills/hr3237/BILLS-105hr3237ih.pdf,birth
A resolution expressing the sense of the Senate with respect to the protection of reproductive health services clinics.,105,Senate,BARBARA BOXER,D,Referred to the Committee on Judiciary.,2,5,1998,https://www.congress.gov/105/bills/sres173/BILLS-105sres173is.pdf,reproductive
"To direct the Secretary of the Interior to convey to the St. Jude's Ranch for Children, Nevada, approximately 40 acres of land in Las Vegas, Nevada, to be used for the development of facilities for the residential care and treatment of adjudicated girls.",105,House,JOHN ENSIGN,R,Subcommittee Hearings Held.,2,5,1998,https://www.congress.gov/105/bills/hr2989/BILLS-105hr2989ih.pdf,girl
"To amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to require group health plans and group and individual health insurance coverage to provide post-delivery follow-up care for mothers and newborns discharged less than 48 hours following a vaginal delivery or less than 96 following a delivery by cesarean section.",105,House,STEVEN LATOURETTE,R,Referred to the Subcommittee on Employer-Employee Relations.,11,25,1997,https://www.congress.gov/105/bills/hr2854/BILLS-105hr2854ih.pdf,mother
"To amend the Public Health Service Act, the Employee Retirement Income Security Act of 1974, and the Internal Revenue Code of 1986 to require group health plans and group and individual health insurance coverage to provide post-delivery follow-up care for mothers and newborns discharged less than 48 hours following a vaginal delivery or less than 96 following a delivery by cesarean section.",105,House,STEVEN LATOURETTE,R,Referred to the Subcommittee on Employer-Employee Relations.,11,25,1997,https://www.congress.gov/105/bills/hr2854/BILLS-105hr2854ih.pdf,born
"Expressing the sense of Congress in support of National Days of Dialogue associated with the national celebration of the birth of Dr. Martin Luther King, Jr. to improve understanding and cooperation across race, ethnicity, culture, gender, religion and creed.",105,House,JANE HARMAN,D,Referred to the Subcommittee on the Constitution.,11,18,1997,https://www.congress.gov/105/bills/hconres195/BILLS-105hconres195ih.pdf,birth
"Expressing the sense of Congress in support of National Days of Dialogue associated with the national celebration of the birth of Dr. Martin Luther King, Jr. to improve understanding and cooperation across race, ethnicity, culture, gender, religion and creed.",105,House,JANE HARMAN,D,Referred to the Subcommittee on the Constitution.,11,18,1997,https://www.congress.gov/105/bills/hconres195/BILLS-105hconres195ih.pdf,gender
To authorize the President to award a gold medal on behalf of the Congress honoring Wilma G. Rudolph in recognition of her enduring contributions to humanity and women's athletics in the United States and the world.,105,House,CAROLYN KILPATRICK,D,Referred to the Subcommittee on Domestic and International Monetary Policy.,11,14,1997,https://www.congress.gov/105/bills/hr2717/BILLS-105hr2717ih.pdf,women
"A resolution expressing the sense of the Senate on the 100th anniversary of the birth of Dorothy Day and designating the week of November 8, 1997, through November 14, 1997, as ""National Week of Recognition for Dorothy Day and Those Whom She Served"".",105,Senate,DANIEL MOYNIHAN,D,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S12707-12710)",11,13,1997,https://www.congress.gov/105/bills/sres163/BILLS-105sres163ats.pdf,birth
A bill to specify the frequency of screening mammograms provided to women veterans by the Department of Veterans Affairs.,105,Senate,ARLEN SPECTER,R,Placed on Senate Legislative Calendar under General Orders. Calendar No. 297.,11,13,1997,https://www.congress.gov/105/bills/s999/BILLS-105s999rs.pdf,women
To amend the Communications Act of 1934 to prohibit Internet service providers from providing accounts to sexually violent predators.,105,House,MARGE ROUKEMA,R,"Referred to the Subcommittee on Telecommunications, Trade, and Consumer Protection.",11,9,1997,https://www.congress.gov/105/bills/hr2791/BILLS-105hr2791ih.pdf,sex
A bill to amend the Communications Act of 1934 to prohibit Internet service providers from providing accounts to sexually violent predators.,105,Senate,DUNCAN FAIRCLOTH,R,Read twice and referred to the Committee on Commerce.,10,31,1997,https://www.congress.gov/105/bills/s1356/BILLS-105s1356is.pdf,sex
"Providing for the consideration of the Senate amendments to the bill (H.R. 1122) to amend title 18, United States Code, to ban partial-birth abortions.",105,House,SUE MYRICK,R,Motion to reconsider laid on the table Agreed to without objection.,10,8,1997,https://www.congress.gov/105/bills/hres262/BILLS-105hres262eh.pdf,birth
"Providing for the consideration of the Senate amendments to the bill (H.R. 1122) to amend title 18, United States Code, to ban partial-birth abortions.",105,House,SUE MYRICK,R,Motion to reconsider laid on the table Agreed to without objection.,10,8,1997,https://www.congress.gov/105/bills/hres262/BILLS-105hres262eh.pdf,abortion
To amend the Civil Rights Act of 1964 to prohibit discrimination on the basis of sex in programs receiving Federal financial assistance.,105,House,BARNEY FRANK,D,Referred to the Subcommittee on the Constitution.,9,26,1997,https://www.congress.gov/105/bills/hr2522/BILLS-105hr2522ih.pdf,sex
A resolution congratulating the Federal Mediation and Conciliation Service on the occasion of its fiftieth anniversary and commending the many men and women of the Federal Mediation and Conciliation Service who have served the Nation's labor-management community and the American people.,105,Senate,JAMES JEFFORDS,R,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S8674)",9,2,1997,https://www.congress.gov/105/bills/sres117/BILLS-105sres117ats.pdf,women
"Expressing the sense of the Congress concerning the world-wide trafficking of women and girls, whereby women and girls are coerced, abducted, or deceived into migrating within or across national borders, and particularly the trafficking of Burmese women and girls in Thailand for the purposes of forced prostitution.",105,House,LOUISE SLAUGHTER,D,Referred to the Subcommittee on International Operations and Human Rights.,8,21,1997,https://www.congress.gov/105/bills/hconres114/BILLS-105hconres114ih.pdf,women
"Expressing the sense of the Congress concerning the world-wide trafficking of women and girls, whereby women and girls are coerced, abducted, or deceived into migrating within or across national borders, and particularly the trafficking of Burmese women and girls in Thailand for the purposes of forced prostitution.",105,House,LOUISE SLAUGHTER,D,Referred to the Subcommittee on International Operations and Human Rights.,8,21,1997,https://www.congress.gov/105/bills/hconres114/BILLS-105hconres114ih.pdf,girl
A bill to amend the Immigration and Nationality Technical Corrections Act of 1994 to eliminate the special transition rule for issuance of a certificate of citizenship for certain children born outside the United States.,105,Senate,SPENCER ABRAHAM,R,Became Public Law No: 105-38.,8,8,1997,https://www.congress.gov/105/bills/s670/BILLS-105s670enr.pdf,born
To amend the Omnibus Crime Control and Safe Streets Act of 1968 to ensure that States do not require registration of individuals convicted of an offense that involves consensual sexual activity between individuals 18 years of age or older.,105,House,Charles Schumer,D,Referred to the Subcommittee on Crime.,7,31,1997,https://www.congress.gov/105/bills/hr2256/BILLS-105hr2256ih.pdf,sex
To provide that the firearms prohibitions applicable by reason of a domestic violence misdemeanor conviction do not apply to a government official engaged in official conduct while on duty.,105,House,GERALD KLECZKA,D,Referred to the Subcommittee on Crime.,7,31,1997,https://www.congress.gov/105/bills/hr2255/BILLS-105hr2255ih.pdf,domestic violence
To amend the Immigration and Nationality Technical Corrections Act of 1994 to eliminate the special transition rule for issuance of a certificate of citizenship for certain children born outside the United States.,105,House,BILL MCCOLLUM,R,Laid on the table. See S. 670 for further action. (consideration: CR  H5865),7,28,1997,https://www.congress.gov/105/bills/hr1109/BILLS-105hr1109ih.pdf,born
"Celebrating the accomplishments of title IX of the Education Act Amendments of 1972, and recognizing the need to continue pursuing the goal of educational opportunities for women and girls.",105,House,PATSY MINK,D,"Referred to the Subcommittee on Postsecondary Education, Training and Life-Long Learning.",7,22,1997,https://www.congress.gov/105/bills/hconres103/BILLS-105hconres103ih.pdf,women
"Celebrating the accomplishments of title IX of the Education Act Amendments of 1972, and recognizing the need to continue pursuing the goal of educational opportunities for women and girls.",105,House,PATSY MINK,D,"Referred to the Subcommittee on Postsecondary Education, Training and Life-Long Learning.",7,22,1997,https://www.congress.gov/105/bills/hconres103/BILLS-105hconres103ih.pdf,girl
"A bill to amend provisions of law governing benefits for certain children of Vietnam veterans who are born with spina bifida, and for other purposes.",105,Senate,ARLEN SPECTER,R,Read twice and referred to the Committee on Veterans Affairs.,7,15,1997,https://www.congress.gov/105/bills/s1018/BILLS-105s1018is.pdf,born
Honoring the inaugural season of the United States women's professional basketball leagues.,105,House,CORRINE BROWN,D,Referred to the House Committee on Education and the Workforce.,6,20,1997,https://www.congress.gov/105/bills/hres173/BILLS-105hres173ih.pdf,women
A bill to provide authority for women' business centers to enter into contracts with Federal departments and agencies to provide specific assistance to women and other under-served small business concerns.,105,Senate,PAUL COVERDELL,R,Read twice and referred to the Committee on Small Business.,6,17,1997,https://www.congress.gov/105/bills/s925/BILLS-105s925is.pdf,women
"To amend the Small Business Act to increase the annual Government-wide goal from 20 percent to 25 percent for procurement contracts awarded to small business concerns, small business concerns owned and controlled by socially and economically disadvantaged individuals, and small business concerns owned and controlled by women.",105,House,ALBERT WYNN,D,Referred to the House Committee on Small Business.,6,5,1997,https://www.congress.gov/105/bills/hr1824/BILLS-105hr1824ih.pdf,women
"Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violence and sexual assault.",105,House,Bernard Sanders,I,Sponsor introductory remarks on measure. (CR E1095-1096),6,3,1997,https://www.congress.gov/105/bills/hconres29/BILLS-105hconres29ih.pdf,sex
"Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violence and sexual assault.",105,House,Bernard Sanders,I,Sponsor introductory remarks on measure. (CR E1095-1096),6,3,1997,https://www.congress.gov/105/bills/hconres29/BILLS-105hconres29ih.pdf,domestic violence
"A resolution designating August 16, 1997, as ""National Airborne Day"".",105,Senate,JAMES THURMOND,R,Referred to the Committee on Judiciary.,6,2,1997,https://www.congress.gov/105/bills/sres95/BILLS-105sres95is.pdf,born
"A resolution proclaiming a nationwide moment of remembrance, to be observed on Memorial Day, May 26, 1997, in order to appropriately honor American patriots lost in the pursuit of peace of liberty around the world.",105,Senate,JAMES THURMOND,R,Star Print ordered on the resolution as agreed to.,6,2,1997,https://www.congress.gov/105/bills/sres76/BILLS-105sres76ats.pdf,mom
A bill to ensure the continuation of gender-integrated training in the Armed Forces.,105,Senate,Olympia Snowe,R,Read twice and referred to the Committee on Armed Services.,5,16,1997,https://www.congress.gov/105/bills/s760/BILLS-105s760is.pdf,gender
To provide that if an employer provides additional leave to a parent for the birth such employer shall provide the same leave to a parent for an adopted child or a foster child.,105,House,ELEANOR NORTON,D,Referred to the Subcommittee on Employer-Employee Relations.,4,14,1997,https://www.congress.gov/105/bills/hr1113/BILLS-105hr1113ih.pdf,birth
"To record place of birth as Jerusalem, Israel, for purposes of United States passports.",105,House,NITA LOWEY,D,Referred to the House Committee on International Relations.,4,10,1997,https://www.congress.gov/105/bills/hr1298/BILLS-105hr1298ih.pdf,birth
Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,105,House,CAROLYN MALONEY,D,Referred to the Subcommittee on the Constitution.,4,2,1997,https://www.congress.gov/105/bills/hjres66/BILLS-105hjres66ih.pdf,women
To commemorate the birthday of Cesar E. Chavez.,105,House,BOB FILNER,D,Referred to the Subcommittee on Civil Service.,3,25,1997,https://www.congress.gov/105/bills/hjres65/BILLS-105hjres65ih.pdf,birth
"Providing for consideration of the bill (H.R. 1122) to amend title 18, United States Code, to ban partial-birth abortions.",105,House,SUE MYRICK,R,Motion to reconsider laid on the table Agreed to without objection.,3,20,1997,https://www.congress.gov/105/bills/hres100/BILLS-105hres100eh.pdf,birth
"Providing for consideration of the bill (H.R. 1122) to amend title 18, United States Code, to ban partial-birth abortions.",105,House,SUE MYRICK,R,Motion to reconsider laid on the table Agreed to without objection.,3,20,1997,https://www.congress.gov/105/bills/hres100/BILLS-105hres100eh.pdf,abortion
A bill to amend the Immigration and Nationality Act to facilitate the immigration to the United States of certain aliens born in the Philippines or Japan who were fathered by United States citizens.,105,Senate,DANIEL INOUYE,D,Referred to Subcommittee on Immigration.,3,19,1997,https://www.congress.gov/105/bills/s111/BILLS-105s111is.pdf,born
Proposing an amendment to the Constitution of the United States to provide that no person born in the United States will be a United States citizen on account of birth in the United States unless a parent is a United States citizen at the time of the birth.,105,House,H. CALLAHAN,R,Referred to the Subcommittee on the Constitution.,3,11,1997,https://www.congress.gov/105/bills/hjres60/BILLS-105hjres60ih.pdf,birth
Proposing an amendment to the Constitution of the United States to provide that no person born in the United States will be a United States citizen on account of birth in the United States unless a parent is a United States citizen at the time of the birth.,105,House,H. CALLAHAN,R,Referred to the Subcommittee on the Constitution.,3,11,1997,https://www.congress.gov/105/bills/hjres60/BILLS-105hjres60ih.pdf,born
To provide that the firearms prohibitions applicable by reason of a domestic violence misdemeanor conviction do not apply to government entities.,105,House,BART STUPAK,D,Subcommittee Hearings Held.,3,5,1997,https://www.congress.gov/105/bills/hr445/BILLS-105hr445ih.pdf,domestic violence
"To amend title 18, United States Code, to provide that the firearms prohibitions applicable by reason of a domestic violence misdemeanor conviction do not apply if the conviction occurred before the prohibitions became law.",105,House,BOB BARR,R,Subcommittee Hearings Held.,3,5,1997,https://www.congress.gov/105/bills/hr26/BILLS-105hr26ih.pdf,domestic violence
"To require the Attorney General to promulgate regulations relating to gender-related persecution, including female genital mutilation, for use in determining an alien's eligibility for asylum or withholding of deportation.",105,House,CAROLYN MALONEY,D,Referred to the Subcommittee on Immigration and Claims.,3,5,1997,https://www.congress.gov/105/bills/hr825/BILLS-105hr825ih.pdf,female
"To require the Attorney General to promulgate regulations relating to gender-related persecution, including female genital mutilation, for use in determining an alien's eligibility for asylum or withholding of deportation.",105,House,CAROLYN MALONEY,D,Referred to the Subcommittee on Immigration and Claims.,3,5,1997,https://www.congress.gov/105/bills/hr825/BILLS-105hr825ih.pdf,gender
Expressing the sense of the House of Representatives concerning the need for further studies and accurate guidelines regarding the use of mammograms and other technology to screen women between the ages of 40 and 49 for breast cancer.,105,House,JENNIFER DUNN,R,Referred to the Subcommittee on Health and Environment.,2,14,1997,https://www.congress.gov/105/bills/hres48/BILLS-105hres48ih.pdf,women
Expressing the sense of the House concerning the need for accurate guidelines for breast cancer screening for women between the ages of 40 and 49.,105,House,EDOLPHUS TOWNS,D,Referred to the Subcommittee on Health and Environment.,2,14,1997,https://www.congress.gov/105/bills/hres40/BILLS-105hres40ih.pdf,women
A bill to amend the Foreign Assistance Act of 1961 to restrict assistance to foreign organizations that perform or actively promote abortions.,105,Senate,TIM HUTCHINSON,R,Read twice and referred to the Committee on Foreign Relations.,2,13,1997,https://www.congress.gov/105/bills/s337/BILLS-105s337is.pdf,abortion
"Providing for consideration of the bill (H.R. 581) to amend Public Law 104-208 to provide that the President may make funds appropriated for population planning and other population assistance available on March 1, 1997, subject to restrictions on assistance to foreign organizations that perform or actively promote abortions.",105,House,PORTER GOSS,R,Motion to reconsider laid on the table Agreed to without objection.,2,13,1997,https://www.congress.gov/105/bills/hres46/BILLS-105hres46eh.pdf,abortion
Postreproductive Health Care Act,105,House,LOUISE SLAUGHTER,D,Referred to the Subcommittee on Health and Environment.,2,10,1997,https://www.congress.gov/105/bills/hr557/BILLS-105hr557ih.pdf,reproductive
A resolution expressing the sense of the Senate concerning the need for accurate guidelines for breast cancer screening for women between the ages of 40 and 49.,105,Senate,Olympia Snowe,R,Resolution agreed to in Senate without amendment by Yea-Nay Vote. 98-0. Record Vote No: 5.,2,4,1997,https://www.congress.gov/105/bills/sres47/BILLS-105sres47ats.pdf,women
"Proposing an amendment to the Constitution of the United States to provide that no person born in the United States will be a United States citizen unless a parent is a United States citizen, is lawfully in the United States, or has a lawful immigration status at the time of the birth.",105,House,MARK FOLEY,R,Referred to the Subcommittee on the Constitution.,1,28,1997,https://www.congress.gov/105/bills/hjres26/BILLS-105hjres26ih.pdf,birth
"Proposing an amendment to the Constitution of the United States to provide that no person born in the United States will be a United States citizen unless a parent is a United States citizen, is lawfully in the United States, or has a lawful immigration status at the time of the birth.",105,House,MARK FOLEY,R,Referred to the Subcommittee on the Constitution.,1,28,1997,https://www.congress.gov/105/bills/hjres26/BILLS-105hjres26ih.pdf,born
Proposing an amendment to the Constitution of the United States to provide that no person born in the United States will be a United States citizen on account of birth in the United States unless both parents are either United States citizens or aliens lawfully admitted for permanent residence at the time of the birth.,105,House,BOB BARR,R,Referred to the Subcommittee on the Constitution.,1,28,1997,https://www.congress.gov/105/bills/hjres4/BILLS-105hjres4ih.pdf,birth
Proposing an amendment to the Constitution of the United States to provide that no person born in the United States will be a United States citizen on account of birth in the United States unless both parents are either United States citizens or aliens lawfully admitted for permanent residence at the time of the birth.,105,House,BOB BARR,R,Referred to the Subcommittee on the Constitution.,1,28,1997,https://www.congress.gov/105/bills/hjres4/BILLS-105hjres4ih.pdf,born
To clarify the effect on the citizenship of an individual of the individual's birth in the United States.,105,House,BOB STUMP,R,Referred to the Subcommittee on Immigration and Claims.,1,28,1997,https://www.congress.gov/105/bills/hr346/BILLS-105hr346ih.pdf,birth
To prohibit the Secretary of Health and Human Services from finding that a State Medicaid plan is not in compliance with title XIX of the Social Security Act solely on the grounds that the plan does not cover abortions for pregnancies resulting from an act of rape or incest if coverage for such abortions is inconsistent with State law.,105,House,JAY DICKEY,R,Referred to the Subcommittee on Health and Environment.,1,22,1997,https://www.congress.gov/105/bills/hr137/BILLS-105hr137ih.pdf,abortion
Unborn Children's Civil Rights Act,105,Senate,JESSE HELMS,R,Read twice and referred to the Committee on Governmental Affairs.,1,22,1997,https://www.congress.gov/105/bills/s190/BILLS-105s190is.pdf,born
Unborn Children's Civil Rights Act,105,Senate,JESSE HELMS,R,Introduced in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 2.,1,21,1997,https://www.congress.gov/105/bills/s42/BILLS-105s42pcs.pdf,born
"To amend title II of the Social Security Act to provide that an individual who has been denied benefits by reason of confinement to a public institution by reason of conviction for a sex offense shall continue to be denied benefits, upon completion of such confinement, while continuing to be confined thereafter by court order in a public institution.",105,House,MARTIN MEEHAN,D,Referred to the Subcommittee on Social Security.,1,16,1997,https://www.congress.gov/105/bills/hr237/BILLS-105hr237ih.pdf,sex
"Commending the present Army Nurse Corps for extending equal opportunities to men and women, and recognizing the brave and honorable service during and before 1955 of men who served as Army hospital corpsmen and women who served in the Army Nurse Corps.",106,House,RUSH HOLT,D,Motion to reconsider laid on the table Agreed to without objection.,12,15,2000,https://www.congress.gov/106/bills/hres476/BILLS-106hres476eh.pdf,women
To amend title II of the Social Security Act to provide for full benefits for disabled widows and widowers without regard to age.,106,House,NITA LOWEY,D,Referred to the Subcommittee on Social Security.,11,1,2000,https://www.congress.gov/106/bills/hr5577/BILLS-106hr5577ih.pdf,widows
Commending the men and women who fought the year 2000 wildfires for their heroic efforts in protecting human lives and safety and limiting property losses.,106,House,GREG WALDEN,R,Received in the Senate.,10,31,2000,https://www.congress.gov/106/bills/hconres434/BILLS-106hconres434eh.pdf,women
Celebrating the birth of James Madison and his contributions to the Nation.,106,House,THOMAS BLILEY,R,Message on Senate action sent to the House.,10,26,2000,https://www.congress.gov/106/bills/hconres396/BILLS-106hconres396enr.pdf,birth
"A joint resolution recognizing the late Bernt Balchen for his many contributions to the United States and a lifetime of remarkable achievements on the centenary of his birth, October 23, 1999.",106,Senate,ROD GRAMS,R,Referred to the House Committee on Government Reform.,10,25,2000,https://www.congress.gov/106/bills/sjres36/BILLS-106sjres36es.pdf,birth
Hereditary Disorders Newborn Screening Act of 2000,106,House,FRANK PALLONE,D,Referred to the Subcommittee on Health and Environment.,10,20,2000,https://www.congress.gov/106/bills/hr5260/BILLS-106hr5260ih.pdf,born
A resolution recognizing the 225th birthday of the United States Navy.,106,Senate,RICHARD LUGAR,R,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: CR S10737),10,18,2000,https://www.congress.gov/106/bills/sres373/BILLS-106sres373ats.pdf,birth
A resolution expressing the sense of the Senate that the men and women who fought the Jasper Fire in the Black Hills of South Dakota should be commended for their heroic efforts.,106,Senate,THOMAS DASCHLE,D,Star Print ordered on the resolution.,10,18,2000,https://www.congress.gov/106/bills/sres376/BILLS-106sres376ats.pdf,women
"Providing for consideration of the Senate amendment to the bill (H.R. 4386) to amend title XIX of the Social Security Act to provide medical assistance for certain women screened and found to have breast or cervical cancer under a federally funded screening program, to amend the Public Health Service Act and the Federal Food, Drug, and Cosmetic Act with respect to surveillance and information concerning the relationship between cervical cancer and the human papillomavirus (HPV), and for other purposes.",106,House,SUE MYRICK,R,Motion to reconsider laid on the table Agreed to without objection.,10,12,2000,https://www.congress.gov/106/bills/hres628/BILLS-106hres628eh.pdf,women
"Waiving points of order against the conference report to accompany the bill (H.R. 3244) to combat trafficking of persons, especially into the sex trade, slavery, and slavery-like conditions in the United States and countries around the world through prevention, through prosecution and enforcement against traffickers, and through protection and assistance to victims of trafficking.",106,House,DEBORAH PRYCE,R,Motion to reconsider laid on the table Agreed to without objection.,10,6,2000,https://www.congress.gov/106/bills/hres613/BILLS-106hres613eh.pdf,sex
"Concurrent Resolution recognizing, appreciating, and remembering with dignity and respect the Native American men and women who have served the United States in military service.",106,Senate,CARL LEVIN,D,Referred to the Committee on Indian Affairs. (text of measure as introduced: CR S8770),9,19,2000,https://www.congress.gov/106/bills/sconres137/BILLS-106sconres137is.pdf,women
"Recognizing, appreciating, and remembering with dignity and respect the Native American men and women who have served the United States in military service.",106,House,BART STUPAK,D,Referred to the House Committee on Veterans' Affairs.,9,18,2000,https://www.congress.gov/106/bills/hconres403/BILLS-106hconres403ih.pdf,women
Recognizing the contributions of Susan B. Anthony and Elizabeth Cady Stanton to the women's suffrage movement.,106,House,SHERWOOD BOEHLERT,R,Referred to the Subcommittee on the Constitution.,9,15,2000,https://www.congress.gov/106/bills/hconres391/BILLS-106hconres391ih.pdf,women
"A resolution designating August 16, 2000, as ""National Airborne Day"".",106,Senate,JAMES THURMOND,R,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: CR S7805-7806),7,27,2000,https://www.congress.gov/106/bills/sres301/BILLS-106sres301ats.pdf,born
To amend title II of the Social Security Act to provide an exception to the nine-month duration of marriage requirement for widows and widowers in cases in which the marriage was postponed by legal impediments to the marriage caused by State restrictions on divorce from a prior spouse institutionalized due to mental incompetence or similar incapacity.,106,House,THOMAS ALLEN,D,Referred to the House Committee on Ways and Means.,7,27,2000,https://www.congress.gov/106/bills/hr5007/BILLS-106hr5007ih.pdf,widows
"A resolution expressing the sense of the Senate that Nadia Dabbagh, who was abducted from the United States, should be returned home to her mother, Ms. Maureen Dabbagh.",106,Senate,CHARLES ROBB,D,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (consideration: CR S7280; text: CR S7280),7,19,2000,https://www.congress.gov/106/bills/sres239/BILLS-106sres239ats.pdf,mother
"Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violence and sexual assault.",106,House,Bernard Sanders,I,"Referred to the Subcommittee on Early Childhood, Youth and Families.",7,19,2000,https://www.congress.gov/106/bills/hconres353/BILLS-106hconres353ih.pdf,sex
"Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violence and sexual assault.",106,House,Bernard Sanders,I,"Referred to the Subcommittee on Early Childhood, Youth and Families.",7,19,2000,https://www.congress.gov/106/bills/hconres353/BILLS-106hconres353ih.pdf,domestic violence
Recognizing the 225th birthday of the United States Army.,106,House,FLOYD SPENCE,R,Became Public Law No: 106-227.,6,29,2000,https://www.congress.gov/106/bills/hjres101/BILLS-106hjres101enr.pdf,birth
"To provide for the identification and discipline of members of county and area committees established under the Soil Conservation and Domestic Allotment Act, and employees of such committees, who discriminate against farmers, ranchers, and other participants in programs of the Department of Agriculture on the basis of race, sex, national origin, marital status, religion, age, or handicap.",106,House,BENNIE THOMPSON,D,"Referred to the Subcommittee on Department Operations, Oversight, Nutrition and Forestry.",6,28,2000,https://www.congress.gov/106/bills/hr4687/BILLS-106hr4687ih.pdf,sex
A joint resolution recognizing the 225th birthday of the United States Army.,106,Senate,JAMES THURMOND,R,Held at the desk.,6,14,2000,https://www.congress.gov/106/bills/sjres46/BILLS-106sjres46es.pdf,birth
To authorize assistance for mother-to-child HIV\AIDS transmission prevention efforts.,106,House,JUANITA MILLENDER-MCDONALD,D,Referred to the House Committee on International Relations.,6,14,2000,https://www.congress.gov/106/bills/hr4665/BILLS-106hr4665ih.pdf,mother
